限时频道,#genre#
重庆卫视,http://119.123.178.170:8000/udp/239.77.1.162:5146
重庆卫视,http://119.123.178.170:8000/udp/239.77.1.210:5146
重庆卫视,http://119.123.178.170:8000/udp/239.77.0.182:5146
河北卫视,http://119.123.178.170:8000/udp/239.77.1.214:5146
河北卫视,http://119.123.178.170:8000/udp/239.77.0.148:5146
东南卫视,http://119.123.178.170:8000/udp/239.77.1.104:5146
东南卫视,http://119.123.178.170:8000/udp/239.77.0.146:5146
广西卫视,http://119.123.178.170:8000/udp/239.253.43.36:5146
广西卫视,http://119.123.178.170:8000/udp/239.77.0.139:5146
吉林卫视,http://119.123.178.170:8000/udp/239.77.1.111:5146
吉林卫视,http://119.123.178.170:8000/udp/239.77.0.150:5146
海南卫视,http://119.123.178.170:8000/udp/239.253.43.35:5146
海南卫视,http://119.123.178.170:8000/udp/239.253.43.101:5146
甘肃卫视,http://119.123.178.170:8000/udp/239.77.1.57:5146
甘肃卫视,http://119.123.178.170:8000/udp/239.77.0.189:5146
CCTV风云足球,http://119.123.178.170:8000/udp/239.253.43.20:5146
CCTV风云足球,http://119.123.178.170:8000/udp/239.253.43.14:5146
CCTV高尔夫网球,http://119.123.178.170:8000/udp/239.253.43.22:5146
CCTV高尔夫网球,http://119.123.178.170:8000/udp/239.253.43.12:5146
CCTV央视文化精品,http://119.123.178.170:8000/udp/239.253.43.27:5146
CCTV央视文化精品,http://119.123.178.170:8000/udp/239.253.43.13:5146
CCTV风云音乐,http://119.123.178.170:8000/udp/239.253.43.29:5146
CCTV风云音乐,http://119.123.178.170:8000/udp/239.253.43.6:5146
CCTV第一剧场,http://119.123.178.170:8000/udp/239.253.43.28:5146
CCTV第一剧场,http://119.123.178.170:8000/udp/239.253.43.15:5146
CCTV怀旧剧场,http://119.123.178.170:8000/udp/239.253.43.25:5146
CCTV怀旧剧场,http://119.123.178.170:8000/udp/239.253.43.5:5146
CCTV风云剧场,http://119.123.178.170:8000/udp/239.253.43.26:5146
CCTV风云剧场,http://119.123.178.170:8000/udp/239.253.43.16:5146
CCTV世界地理,http://119.123.178.170:8000/udp/239.253.43.24:5146
CCTV世界地理,http://119.123.178.170:8000/udp/239.253.43.7:5146
CCTV电视指南,http://119.123.178.170:8000/udp/239.253.43.19:5146
CCTV电视指南,http://119.123.178.170:8000/udp/239.253.43.10:5146
CCTV兵器科技,http://119.123.178.170:8000/udp/239.253.43.18:5146
CCTV兵器科技,http://119.123.178.170:8000/udp/239.253.43.9:5146
CCTV女性时尚,http://119.123.178.170:8000/udp/239.253.43.23:5146
CCTV女性时尚,http://119.123.178.170:8000/udp/239.253.43.8:5146
CCTV央视台球,http://119.123.178.170:8000/udp/239.253.43.21:5146
CCTV央视台球,http://119.123.178.170:8000/udp/239.253.43.11:5146
CHC 高清电影,http://119.123.178.170:8000/udp/239.77.0.27:5146
CETV1,http://119.123.178.170:8000/udp/239.77.1.222:5146
CETV1,http://119.123.178.170:8000/udp/239.77.0.200:5146
CETV早期教育,http://119.123.178.170:8000/udp/239.77.0.180:5146
中国交通,http://119.123.178.170:8000/udp/239.77.1.249:5146
湖南茶频道,http://119.123.178.170:8000/udp/239.77.1.207:5146
湖南快乐垂钓,http://119.123.178.170:8000/udp/239.77.1.119:5146
湖南金鹰纪实,http://119.123.178.170:8000/udp/239.77.1.217:5146
湖南金鹰纪实,http://119.123.178.170:8000/udp/239.77.0.160:5146
湖南金鹰纪实,http://119.123.178.170:8000/udp/239.77.0.162:5146
上海纪实人文,http://119.123.178.170:8000/udp/239.77.1.216:5146
上海纪实人文,http://119.123.178.170:8000/udp/239.77.0.147:5146
北京卡酷少儿,http://119.123.178.170:8000/udp/239.77.0.79:5146
湖南金鹰卡通,http://119.123.178.170:8000/udp/239.77.0.164:5146














上海酒店,#genre#
CCTV-1 综合,http://iptviptv.site:9694/hls/100/index.m3u8
CCTV-2 财经,http://iptviptv.site:9694/hls/101/index.m3u8
CCTV-3 综艺,http://iptviptv.site:9694/hls/102/index.m3u8
CCTV-4 中文国际,http://iptviptv.site:9694/hls/103/index.m3u8
CCTV-5 体育,http://iptviptv.site:9694/hls/104/index.m3u8
CCTV-6 电影,http://iptviptv.site:9694/hls/105/index.m3u8
CCTV-7 国防军事,http://iptviptv.site:9694/hls/106/index.m3u8
CCTV-8 电视剧,http://iptviptv.site:9694/hls/107/index.m3u8
CCTV-9 纪录,http://iptviptv.site:9694/hls/108/index.m3u8
CCTV-10 科教,http://iptviptv.site:9694/hls/109/index.m3u8
CCTV-11 戏曲,http://iptviptv.site:9694/hls/110/index.m3u8
CCTV-12 社会与法,http://iptviptv.site:9694/hls/111/index.m3u8
CCTV-13 新闻,http://iptviptv.site:9694/hls/112/index.m3u8
CCTV-14 少儿,http://iptviptv.site:9694/hls/113/index.m3u8
CCTV-15 音乐,http://iptviptv.site:9694/hls/114/index.m3u8
CCTV-16 奥林匹克,http://iptviptv.site:9694/hls/115/index.m3u8
CCTV-17 农业高清,http://iptviptv.site:9694/hls/116/index.m3u8
湖南卫视,http://iptviptv.site:9694/hls/117/index.m3u8
浙江卫视,http://iptviptv.site:9694/hls/118/index.m3u8
江苏卫视,http://iptviptv.site:9694/hls/119/index.m3u8
东方卫视,http://iptviptv.site:9694/hls/120/index.m3u8
安徽卫视,http://iptviptv.site:9694/hls/121/index.m3u8
北京卫视,http://iptviptv.site:9694/hls/122/index.m3u8
天津卫视,http://iptviptv.site:9694/hls/123/index.m3u8
山东卫视,http://iptviptv.site:9694/hls/124/index.m3u8
江西卫视,http://iptviptv.site:9694/hls/125/index.m3u8
湖北卫视,http://iptviptv.site:9694/hls/126/index.m3u8
辽宁卫视,http://iptviptv.site:9694/hls/127/index.m3u8
黑龙江卫视,http://iptviptv.site:9694/hls/128/index.m3u8
贵州卫视,http://iptviptv.site:9694/hls/129/index.m3u8
四川卫视,http://iptviptv.site:9694/hls/130/index.m3u8
河南卫视,http://iptviptv.site:9694/hls/131/index.m3u8
云南卫视,http://iptviptv.site:9694/hls/132/index.m3u8
重庆卫视,http://iptviptv.site:9694/hls/133/index.m3u8
河北卫视,http://iptviptv.site:9694/hls/134/index.m3u8
东南卫视,http://iptviptv.site:9694/hls/135/index.m3u8
广西卫视,http://iptviptv.site:9694/hls/136/index.m3u8
吉林卫视,http://iptviptv.site:9694/hls/137/index.m3u8
陕西卫视,http://iptviptv.site:9694/hls/138/index.m3u8
山西卫视,http://iptviptv.site:9694/hls/139/index.m3u8
内蒙古卫视,http://iptviptv.site:9694/hls/140/index.m3u8
青海卫视,http://iptviptv.site:9694/hls/141/index.m3u8
海南卫视,http://iptviptv.site:9694/hls/142/index.m3u8
宁夏卫视,http://iptviptv.site:9694/hls/143/index.m3u8
西藏卫视,http://iptviptv.site:9694/hls/144/index.m3u8
新疆卫视,http://iptviptv.site:9694/hls/145/index.m3u8
甘肃卫视,http://iptviptv.site:9694/hls/146/index.m3u8
厦门卫视,http://iptviptv.site:9694/hls/147/index.m3u8
翡翠台,http://iptviptv.site:9694/hls/148/index.m3u8
明珠台,http://iptviptv.site:9694/hls/149/index.m3u8
五星体育,http://iptviptv.site:9694/hls/150/index.m3u8
新闻综合,http://iptviptv.site:9694/hls/151/index.m3u8
东方财经,http://iptviptv.site:9694/hls/152/index.m3u8
第一财经,http://iptviptv.site:9694/hls/153/index.m3u8
法治天地,http://iptviptv.site:9694/hls/154/index.m3u8
都市频道,http://iptviptv.site:9694/hls/155/index.m3u8
东方影视,http://iptviptv.site:9694/hls/156/index.m3u8
上海教育,http://iptviptv.site:9694/hls/157/index.m3u8












测试频道,#genre#

1905电影(亚洲),http://ygbh.live/1905.php?id=1905a
1905电影(国际),http://ygbh.live/1905.php?id=1905b
1905电影(亚洲),http://php.jdshipin.com:8880/1905.php?id=1905dy
1905电影(国际),http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905电影(亚洲),http://xxw.me0.cn/1905dy.php?id=1905a
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv


凤凰中文台,http://110.185.171.226:96/fhzb.php?type=1&id=0701pcc72
凤凰资讯台,http://110.185.171.226:96/fhzb.php?type=1&id=0701pin72
凤凰香港台,http://110.185.171.226:96/fhzb.php?type=1&id=0701phk72


凤凰中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv




求索纪录,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281




咪咕综合体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226124/index.m3u8
咪咕精彩足球,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226147/index.m3u8





澳门莲花卫视,http://php.jdshipin.com:8880/amlh.php









求索纪录,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225713/1.m3u8
求索科学,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225728/1.m3u8
求索生活,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225715/1.m3u8
求索动物,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225730/1.m3u8






亚洲功夫台,http://live.iill.top/douyu.php?id=11849283
经典武侠台,http://xxw.me0.cn/yy.php?id=1355002394
邵氏影院,https://www.goodiptv.club/douyu/4246519
老三国,https://www.goodiptv.club/douyu/7459925
新三国,http://xxw.me0.cn/yy.php?id=23512910.flv
狄仁杰,http://cfss.cc/cdn/hy/11352958.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
周星驰,http://cfss.cc/cdn/hy/11342412.flv
成龙,http://cfss.cc/cdn/hy/11342386.flv

电视剧1,http://zby.xjqxz.top/dsdsj1/live.m3u8
电视剧2,http://zby.xjqxz.top/dsdsj2/live.m3u8
电视剧3,http://zby.xjqxz.top/gzdsj1/live.m3u8
电视剧4,http://zby.xjqxz.top/gzdsj2/live.m3u8
电视剧5,http://zby.xjqxz.top/dsdsj3/live.m3u8
电视剧6,http://zby.xjqxz.top/gzwxj/live.m3u8
电视剧7,http://zby.xjqxz.top/gzdsj3/live.m3u8
电视剧8,http://zby.xjqxz.top/gzdsj4/live.m3u8
电视剧9,http://zby.xjqxz.top/gzdsj5/live.m3u8
电视剧10,http://zby.xjqxz.top/kzzypd/live.m3u8
电视剧11,http://zby.xjqxz.top/dzzypd/live.m3u8
电视剧12,http://zby.xjqxz.top/dzzypd2/live.m3u8
电视剧13,http://zby.xjqxz.top/dzzypd3/live.m3u8

广东珠江台,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8




CETV1,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=4155
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8



JJ斗地主,http://159.75.85.63:35455/douyu/488743
JJ斗地主,http://xxw.me0.cn/douyu.php?id=488743

环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8




咪咕综合体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226124/index.m3u8
咪咕精彩足球,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226147/index.m3u8


郑铁有线频道,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8
人民铁道频道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8



TVB功夫台(粤),http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河台(粤),http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8


上海新闻综合,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281
上海都市,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281
上海外语,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSessionId=OTT19019320240419154124000281
七彩戏剧,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
五星体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281
法治天地,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281
上海体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
